timestamp,engine_id,engine_temp,oil_pressure,fuel_consumption,vibration_level,rpm,engine_load,coolant_temp,exhaust_temp,running_period,fuel_consumption_per_hour,maintenance_status,failure_mode,engine_type,fuel_type,manufacturer
2024-03-24,ENG_006,89.41450028593687,8.0,4568.882139305839,3.852306414846031,1340.7726393627008,58.004051259003546,89.01855570998973,450.0,102.25971176892541,100.0,Critical,No Failure,2-stroke Low-Speed,Diesel,Yanmar
2024-03-31,ENG_006,79.9703194356775,7.405784850787067,1000.0,3.368782915312027,1309.9873005067745,34.408737126691584,83.34629925685233,450.0,25.64570064010198,100.0,Normal,No Failure,4-stroke Medium-Speed,Diesel,Mitsubishi
2024-04-07,ENG_006,79.50045832526645,5.891601907649243,4005.4063680409663,3.502950975160334,1211.279147566047,24.551799686519836,81.18552470236459,450.0,139.53799861922784,100.0,Normal,Oil Leakage,2-stroke Low-Speed,Diesel,Rolls-Royce
2024-04-14,ENG_006,75.04701028641303,6.847233684644228,2191.5486107089837,3.770755619718696,1403.4180321078966,27.732783314638954,80.80134427129161,446.52997471288205,59.71550988152038,100.0,Requires Maintenance,No Failure,4-stroke High-Speed,Diesel,Yanmar
2024-04-21,ENG_006,78.85650226703677,6.2180486199079485,1172.876193696029,3.546984323743613,1483.4569952207014,27.682750337466345,78.5825169177187,450.0,47.301048938336876,100.0,Normal,Oil Leakage,2-stroke Medium-Speed,Diesel,Rolls-Royce
2024-04-28,ENG_006,84.27336489530529,7.206346522292748,4915.157211388985,3.6833917039301145,1548.6183455321398,29.11416161073766,79.82724617934554,450.0,141.26934808752947,100.0,Requires Maintenance,Mechanical Wear,2-stroke Medium-Speed,HFO,Yanmar
2024-05-05,ENG_006,73.81385420145884,6.159049186746339,1538.9210181551782,3.65493705265069,1690.2612488598966,28.329630358964607,74.83583846139628,450.0,8.424195876064115,182.6786842086322,Normal,Mechanical Wear,4-stroke High-Speed,HFO,Caterpillar
2024-05-12,ENG_006,80.88871988983246,8.0,3791.859745358276,3.689191919318315,1605.3795847331587,58.452484688192875,80.67369741609022,450.0,66.63027828816992,100.0,Critical,Oil Leakage,2-stroke Low-Speed,Diesel,Mitsubishi
2024-05-19,ENG_006,72.81656369674978,6.938700526996557,2072.3050980509684,3.2934934910958376,1461.825556089364,30.91280506394869,74.42002615629349,450.0,62.16059481660527,100.0,Critical,No Failure,4-stroke Medium-Speed,Diesel,Rolls-Royce
2024-05-26,ENG_006,76.3686984488286,7.935774272314584,2110.3810518201817,3.2167359163848697,1460.360864724056,40.740036999431794,78.3565200088542,450.0,47.846462873924544,100.0,Normal,Oil Leakage,4-stroke High-Speed,HFO,Rolls-Royce
2024-06-02,ENG_006,95.11880781777154,8.0,10224.270904146611,4.4944948030491485,1602.0314937830367,73.80730459436072,93.51516227248376,450.0,153.17472777624815,100.0,Critical,Oil Leakage,4-stroke Medium-Speed,Diesel,Wärtsilä
2024-06-09,ENG_006,77.50201109540438,7.624399723010714,4531.0875203182695,3.794608826011682,1754.514032585714,48.437698415772346,74.47499411982892,450.0,126.15597011080933,100.0,Normal,No Failure,2-stroke Medium-Speed,HFO,Yanmar
2024-06-16,ENG_006,86.52656256966083,7.518033616390899,1441.9188443369326,2.834893532534349,1525.2628398966401,60.05346431126163,86.08873251962366,450.0,10.739091584245713,134.2682323756539,Normal,No Failure,2-stroke Low-Speed,Diesel,MAN B&W
2024-06-23,ENG_006,82.19320419818288,6.938954239664488,2493.609623851094,3.6254387610837897,1406.1738291579181,30.33919227209779,75.04962959085951,450.0,120.06749150507228,100.0,Requires Maintenance,Oil Leakage,4-stroke Medium-Speed,Diesel,MAN B&W
2024-06-30,ENG_006,81.54449764129905,7.026387822844574,4071.5751103338116,3.5788349425288386,1301.4267997828908,31.537341128520247,81.7864994176577,450.0,88.58625436563739,100.0,Normal,Overheating,4-stroke High-Speed,Diesel,Mitsubishi
2024-07-07,ENG_006,74.80784019298419,7.32111780790003,3750.555568345509,2.770030338469546,1210.958947117555,22.45211697598873,73.58552596757569,450.0,151.34580625946532,100.0,Requires Maintenance,No Failure,2-stroke Medium-Speed,Diesel,Caterpillar
2024-07-14,ENG_006,79.99544979407449,6.747825087826318,1079.292977839391,3.3682691425476725,1633.2539344087047,30.136103784329872,82.58047492755253,450.0,52.57486371452422,100.0,Normal,Oil Leakage,2-stroke Low-Speed,HFO,MAN B&W
2024-07-21,ENG_006,81.55035275126309,7.1978181183489225,3413.8283511366694,3.412065345414852,1615.5957047279114,36.71542034191752,75.59280715063375,450.0,96.45921593440993,100.0,Requires Maintenance,Oil Leakage,2-stroke Medium-Speed,Diesel,Yanmar
2024-07-28,ENG_006,78.06498393924052,6.295616264578349,1707.028159719935,3.3912623358390315,1615.4727050213323,30.62062905660481,78.08401986864243,450.0,84.12688615648565,100.0,Requires Maintenance,Mechanical Wear,4-stroke High-Speed,Diesel,MAN B&W
2024-08-04,ENG_006,76.54247201435409,6.5367972875887865,3670.2341148668024,3.8541883341300993,1474.268110729589,25.322152025423335,81.2711448685055,450.0,82.24623224623777,100.0,Requires Maintenance,Mechanical Wear,4-stroke High-Speed,HFO,MAN B&W
2024-08-11,ENG_006,89.34858285359562,6.171962008958011,3792.590126868854,3.6184117328294847,1781.3869491783503,27.23815226603605,91.37478683744867,450.0,76.62570711889173,100.0,Normal,No Failure,4-stroke Medium-Speed,Diesel,MAN B&W
2024-08-18,ENG_006,88.34057234424557,7.440266683519178,2513.017264619508,3.5498849459163084,1403.1763010830364,47.64672608196355,91.28258833130916,450.0,34.54575188942326,100.0,Critical,Overheating,4-stroke Medium-Speed,Diesel,Yanmar
2024-08-25,ENG_006,92.11726151886498,6.706258985990275,5345.411766120215,4.006044137430374,1691.0538474414411,32.38002310434755,93.13646208675482,450.0,126.95926697872198,100.0,Normal,Oil Leakage,4-stroke High-Speed,HFO,Wärtsilä
2024-09-01,ENG_006,80.07204183426285,6.916657146469642,3190.774235622795,3.8132919506850027,1492.2514210020913,41.85619166288453,75.08743962456087,450.0,75.8244535002005,100.0,Critical,Oil Leakage,2-stroke Medium-Speed,HFO,MAN B&W
2024-09-08,ENG_006,84.63667789094669,7.541724360835567,7731.155645658839,3.1689218086520157,1378.3298470641325,50.20503625129142,85.13626541025411,450.0,161.03073420043776,100.0,Critical,Mechanical Wear,4-stroke Medium-Speed,HFO,Rolls-Royce
2024-09-15,ENG_006,81.76647808894535,7.883536901031386,3877.7877799001453,3.7385028361590247,1618.5060614635522,61.42368971776192,82.99194616913736,450.0,43.81581576838642,100.0,Normal,Oil Leakage,4-stroke High-Speed,HFO,Caterpillar
2024-09-22,ENG_006,72.65978450669192,5.928070857006377,2545.910583557246,3.6111395219132425,1581.9272237367986,22.358728390465934,70.0,450.0,114.7009650573429,100.0,Critical,Oil Leakage,4-stroke Medium-Speed,HFO,Yanmar
2024-09-29,ENG_006,99.89895292367528,8.0,9164.032711563334,3.6851764750685083,1571.394551853385,67.96462393454256,99.51929139359729,450.0,158.04046937937022,100.0,Normal,Oil Leakage,2-stroke Medium-Speed,Diesel,Yanmar
2024-10-06,ENG_006,84.69203556162756,7.97140798938593,6576.379976482165,4.443734512426504,1516.2556844112398,57.67402336945447,75.98882367449582,450.0,111.46099826670354,100.0,Requires Maintenance,Overheating,2-stroke Medium-Speed,Diesel,MAN B&W
2024-10-13,ENG_006,87.06806907580199,6.418810231946754,4062.9139806795315,3.529129740093415,1492.421383656634,24.905541916932314,86.06577454797656,450.0,146.37384847972228,100.0,Normal,Oil Leakage,4-stroke Medium-Speed,Diesel,Rolls-Royce
2024-10-20,ENG_006,85.50760393052254,7.892083487827564,7798.029185429567,3.9869714718778533,1977.6743985740877,72.41471744640663,84.19847610207363,450.0,139.01680123917703,100.0,Normal,Oil Leakage,2-stroke Medium-Speed,HFO,Wärtsilä
2024-10-27,ENG_006,87.30835803920625,8.0,1955.3706068228348,3.7840660118378904,1736.8513290392345,75.25234403190879,91.5150761060463,450.0,60.499776202152646,100.0,Critical,Oil Leakage,4-stroke Medium-Speed,Diesel,Wärtsilä
2024-11-03,ENG_006,75.39324717227045,6.44844561155221,2233.1857333911967,3.8371877418221803,1644.5653789971025,23.664677591291824,73.58357786438437,450.0,100.82082190983542,100.0,Requires Maintenance,Mechanical Wear,4-stroke Medium-Speed,HFO,Wärtsilä
2024-11-10,ENG_006,80.66504805825377,6.631463633097234,1000.0,3.432947923610474,1522.3598316406776,36.61265888883222,79.86597688246734,450.0,26.25190508830774,100.0,Critical,Oil Leakage,4-stroke High-Speed,HFO,Rolls-Royce
2024-11-17,ENG_006,95.12705949852574,8.0,4430.040918239689,4.148413741423016,1701.4314401193337,68.37207678758368,94.88937316669531,450.0,89.96834829286072,100.0,Requires Maintenance,Oil Leakage,4-stroke Medium-Speed,Diesel,Caterpillar
2024-11-24,ENG_006,91.72252651283718,7.1001654390589435,1635.4456796260515,3.60529948480701,1603.5989552782903,64.89558142301951,89.95156644104604,450.0,38.71089126480865,100.0,Normal,Mechanical Wear,4-stroke Medium-Speed,Diesel,Mitsubishi
2024-12-01,ENG_006,77.23980206169466,6.945746625954405,3037.185894289758,3.584392424348581,1505.2409505548071,31.07126116138264,79.39917632719114,450.0,124.94778491201086,100.0,Critical,Mechanical Wear,2-stroke Medium-Speed,HFO,MAN B&W
2024-12-08,ENG_006,79.10170878747026,6.984450372487562,3631.323683744055,3.3544873921103964,1439.2871349468169,32.56095940020262,73.12453274589961,450.0,88.71381487787693,100.0,Normal,Oil Leakage,2-stroke Medium-Speed,HFO,Wärtsilä
2024-12-15,ENG_006,81.07318325132138,7.3822077743738514,3871.595106568816,3.569573203866044,1483.8165324674624,42.22832616748292,84.48291336375377,450.0,69.08619692211896,100.0,Critical,No Failure,2-stroke Medium-Speed,HFO,Yanmar
2024-12-22,ENG_006,80.14814505680974,7.541675308392376,2781.509541640571,3.18478697741117,865.9148528243888,49.07137911146128,80.11251070186213,450.0,45.15791215605223,100.0,Critical,No Failure,2-stroke Medium-Speed,HFO,MAN B&W
2023-01-01,ENG_007,82.68877120453722,8.0,8796.126115508672,4.149700830190423,1542.1201678595285,57.09528629181776,86.5937126089235,450.0,167.7813449493362,100.0,Critical,No Failure,2-stroke Low-Speed,Diesel,Rolls-Royce
2023-01-08,ENG_007,87.77986496942296,7.540828658487264,1562.2113698605094,3.4751993831935297,1402.304783977928,42.134818374186345,79.53816854308015,450.0,12.04736750866869,129.67242584211192,Critical,Mechanical Wear,4-stroke Medium-Speed,HFO,Mitsubishi
2023-01-15,ENG_007,75.18480025076096,7.024660356483446,1000.0,3.843750671032266,1818.5339996565767,47.75208296798887,70.0,450.0,7.318194336166563,136.64572899601663,Requires Maintenance,Oil Leakage,4-stroke Medium-Speed,HFO,Wärtsilä
2023-01-22,ENG_007,97.5412703736329,8.0,2403.7275081935,3.8718742857218063,1503.8688141623509,64.8482562880254,96.66533469487639,450.0,36.499243282969246,100.0,Critical,Oil Leakage,2-stroke Medium-Speed,HFO,Yanmar
2023-01-29,ENG_007,74.9453265240196,6.018391187660142,1601.0402428654672,3.8367946162709514,1262.2073160930076,22.200992173435875,76.46307268802128,450.0,163.1401730494737,100.0,Normal,No Failure,2-stroke Medium-Speed,Diesel,Mitsubishi
2023-02-05,ENG_007,76.68132196623158,6.210426632919308,5634.719337105247,3.8635667274110204,1490.0239691743764,35.146216660641244,75.01652381822205,450.0,164.51201227775738,100.0,Normal,Mechanical Wear,4-stroke High-Speed,HFO,Rolls-Royce
2023-02-12,ENG_007,92.53908899940829,8.0,3934.7773462364717,4.010601870507869,1290.775782987499,62.800975153073146,94.29062648965584,450.0,110.02785944171885,100.0,Requires Maintenance,No Failure,4-stroke Medium-Speed,HFO,MAN B&W
2023-02-19,ENG_007,99.53980599910517,8.0,9038.73239752639,3.561098857275676,1594.6814831424933,73.71241026123195,100.0,450.0,147.857920090676,100.0,Requires Maintenance,No Failure,2-stroke Medium-Speed,Diesel,Rolls-Royce
2023-02-26,ENG_007,90.79835616610177,6.786102988957265,2505.74071873114,3.5891834854225864,1558.1894728678972,50.70064652693996,92.79635480716587,450.0,35.94557078125363,100.0,Normal,Mechanical Wear,4-stroke High-Speed,HFO,Yanmar
2023-03-05,ENG_007,88.08730298157514,7.326785125445123,6166.088002505451,4.2216376690186905,1691.5679262216536,51.92680911591894,88.39710849471538,450.0,163.30307182167277,100.0,Normal,Oil Leakage,4-stroke Medium-Speed,Diesel,Mitsubishi
2023-03-12,ENG_007,83.36341365272514,5.922066584972764,1968.9213168478268,3.083935783007914,1341.8236416610869,26.430320680386565,83.65022220168731,450.0,23.987854823446863,100.0,Critical,Oil Leakage,2-stroke Medium-Speed,Diesel,Rolls-Royce
2023-03-19,ENG_007,75.47093471710285,7.856476605065419,1643.2996123291769,3.747052294153406,1506.8016192456294,46.84474200940728,73.6265494579377,448.4178551241954,16.98903161451859,100.0,Normal,Oil Leakage,2-stroke Medium-Speed,Diesel,Mitsubishi
2023-03-26,ENG_007,82.97795808874967,7.674448369644108,1664.4007511344334,3.313489729052114,1226.995640914673,51.95703598730139,82.81183511613834,450.0,18.851538593541846,100.0,Critical,Oil Leakage,4-stroke Medium-Speed,HFO,Yanmar
2023-04-02,ENG_007,75.80861876530092,7.418602883749159,3859.1962383283835,3.376159603750487,1640.2989563849428,34.54823021808378,72.73592610359674,450.0,96.28549110979087,100.0,Requires Maintenance,Oil Leakage,4-stroke Medium-Speed,Diesel,MAN B&W
2023-04-09,ENG_007,86.96957181316473,6.474451577231621,3935.693081408187,4.167668752472902,1603.7742360880245,36.15459385696286,84.61538341108157,450.0,131.2036993206328,100.0,Requires Maintenance,Overheating,4-stroke High-Speed,HFO,Rolls-Royce
2023-04-16,ENG_007,80.87372484126377,7.568937425262118,2753.075606660652,3.9417321924384474,1599.1610042055142,42.63704978627736,82.41681743990404,450.0,61.60008588293836,100.0,Normal,Oil Leakage,2-stroke Low-Speed,HFO,Mitsubishi
2023-04-23,ENG_007,80.58831434390935,7.480025050737136,3296.912500420233,3.757146690140706,1500.3238062713883,21.204271866663582,79.1996709493153,450.0,164.28652594806925,100.0,Critical,Oil Leakage,4-stroke Medium-Speed,Diesel,Rolls-Royce
2023-04-30,ENG_007,84.4767096929404,7.144253730313105,2783.468522665622,3.9198472324779194,1582.954578157758,39.3247499349907,82.26402401043241,450.0,72.98258320387936,100.0,Critical,Overheating,4-stroke Medium-Speed,Diesel,MAN B&W
2023-05-07,ENG_007,75.4945294451194,7.06516845215121,1000.0,3.695516206359936,1820.8678216617193,32.68688041979268,76.84222248467438,447.92276284146345,25.275356529900336,100.0,Normal,Oil Leakage,4-stroke Medium-Speed,Diesel,Yanmar
2023-05-14,ENG_007,78.96016128932104,7.329250888646447,1740.5760983519033,3.4105099732313784,1442.9811485915973,39.64984113067488,80.0998602601123,450.0,78.28241369527096,100.0,Normal,Mechanical Wear,2-stroke Medium-Speed,HFO,Yanmar
2023-05-21,ENG_007,84.62480682682015,5.64824873174484,2644.1817275549784,3.415094719637311,1527.729036742017,27.185727909155073,83.97890807047432,450.0,114.07824379096989,100.0,Requires Maintenance,Oil Leakage,2-stroke Low-Speed,Diesel,Rolls-Royce
2023-05-28,ENG_007,88.15207780989604,8.0,8321.46474571666,3.818155802209772,1282.774740163718,73.4316368443937,87.70527151773113,450.0,139.81393112473563,100.0,Requires Maintenance,Mechanical Wear,2-stroke Low-Speed,Diesel,Caterpillar
2023-06-04,ENG_007,87.30900221495028,7.93400552098693,3192.4379039417463,4.252215196770971,1326.3478076803335,55.61554721324292,88.55684588459,450.0,77.07307271270761,100.0,Normal,Overheating,4-stroke High-Speed,Diesel,Wärtsilä
2023-06-11,ENG_007,84.31113531296857,7.907433265734314,6198.42677349282,3.466335791487166,1519.5626586186615,60.74613914866938,87.21800666212025,450.0,99.72594677626013,100.0,Requires Maintenance,Mechanical Wear,4-stroke Medium-Speed,Diesel,Wärtsilä
2023-06-18,ENG_007,88.63532136035278,7.925495528719575,1747.7647979518724,3.8677976632489557,1720.7867093403815,67.3502743164403,89.23857833781406,450.0,44.91391164268737,100.0,Critical,Oil Leakage,2-stroke Low-Speed,HFO,Mitsubishi
2023-06-25,ENG_007,84.74114986087316,7.842318216950691,4660.935825495999,3.4495482270406623,1448.7438351496855,49.90653193574344,81.16504812974183,450.0,108.51397643612636,100.0,Requires Maintenance,Oil Leakage,4-stroke Medium-Speed,Diesel,Rolls-Royce
2023-07-02,ENG_007,73.65023263408617,5.77455899445696,5007.724882000539,3.7955474791773858,1452.8166941375753,25.215217285245423,72.9859501557958,450.0,165.64328658365775,100.0,Normal,No Failure,4-stroke High-Speed,Diesel,MAN B&W
2023-07-09,ENG_007,80.86568298281445,8.0,1753.447521270477,4.28771187844242,1418.622951099125,52.22639250911287,79.6442334694342,450.0,8.241000194749368,212.77120250375194,Normal,Oil Leakage,4-stroke Medium-Speed,Diesel,MAN B&W
2023-07-16,ENG_007,87.99450680826303,7.817607895806702,8294.605697201348,3.841264911676014,1393.0486658311354,55.210467081252744,84.83554848913968,450.0,148.93715267846818,100.0,Requires Maintenance,No Failure,2-stroke Low-Speed,Diesel,MAN B&W
2023-07-23,ENG_007,85.19422349136207,7.624664898659739,4800.640820398632,4.044065580534555,1558.9942911417643,64.7263684510598,86.68802178816837,450.0,94.46346046494382,100.0,Critical,Mechanical Wear,4-stroke High-Speed,HFO,Rolls-Royce
2023-07-30,ENG_007,79.71658405364087,7.037980499524869,2839.4601973168255,3.586666240132524,1200.548470964271,45.89957277378076,81.44114179182688,450.0,42.352574806466386,100.0,Normal,No Failure,4-stroke High-Speed,HFO,Wärtsilä
2023-08-06,ENG_007,73.60117973181029,6.243673739241783,2986.170897815266,3.7858858361283483,1756.1879153333455,27.654818167733826,75.77980499692816,450.0,160.42147128155534,100.0,Requires Maintenance,No Failure,2-stroke Medium-Speed,HFO,MAN B&W
2023-08-13,ENG_007,80.71842607272045,8.0,2629.4753677148055,3.785669862373577,1366.9155403741079,37.026554347923465,77.74568721047417,450.0,81.20352291389501,100.0,Requires Maintenance,Overheating,2-stroke Low-Speed,Diesel,Wärtsilä
2023-08-20,ENG_007,87.25398950717464,6.646952415791158,2180.9820268120993,3.8677318802490417,1644.3806970876283,41.78493778391811,87.72634231841215,450.0,55.723962281128784,100.0,Critical,Oil Leakage,4-stroke High-Speed,Diesel,Yanmar
2023-08-27,ENG_007,95.15915352553014,7.87964309236911,1357.3878681125516,3.8602007835430614,1246.0002805212248,58.755034479896075,95.14032782699776,450.0,30.49160154950131,100.0,Normal,Mechanical Wear,4-stroke Medium-Speed,HFO,MAN B&W
2023-09-03,ENG_007,82.64441905407153,7.443420729074224,1920.427491389454,4.091975304904131,1633.7680261092437,54.246698280134716,83.56662833409719,450.0,41.06797132311923,100.0,Critical,Mechanical Wear,2-stroke Low-Speed,Diesel,Rolls-Royce
2023-09-10,ENG_007,93.16129503281729,7.317919420484372,4636.901619603605,3.1973690659436373,1634.3889215628994,41.36580355387078,93.55047450731188,450.0,139.91863898736236,100.0,Requires Maintenance,Mechanical Wear,2-stroke Medium-Speed,Diesel,Wärtsilä
2023-09-17,ENG_007,88.73375017473965,8.0,6056.931029527168,4.080932035520095,1576.8404144011793,79.19091492757877,88.69611233999073,450.0,103.22088156528386,100.0,Requires Maintenance,No Failure,2-stroke Low-Speed,Diesel,Caterpillar
2023-09-24,ENG_007,92.32168936506332,7.247796125000806,8272.393489393546,3.805584752059508,1301.1142956400415,56.34648916141323,91.92351808663967,450.0,153.4252640740371,100.0,Normal,No Failure,4-stroke Medium-Speed,Diesel,Rolls-Royce
2023-10-01,ENG_007,76.66159998117068,6.614033085309884,1384.836114468826,3.7421353481571913,1549.9096379196153,34.233607504159664,79.98212181124724,450.0,38.97069996250802,100.0,Requires Maintenance,Mechanical Wear,2-stroke Medium-Speed,HFO,Caterpillar
2023-10-08,ENG_007,73.47746815781721,6.15565049619509,1126.4844051804048,3.341497986563617,1263.3887630531221,26.106948357224226,70.89202613525936,448.35734649879066,20.351280406615448,100.0,Requires Maintenance,Overheating,2-stroke Medium-Speed,Diesel,MAN B&W
2023-10-15,ENG_007,75.02768372139604,6.16245522874099,1000.0,3.564664607940126,1449.4473489807629,29.171548351059922,74.5081711091009,442.8299953903576,1.022705203899121,800.0,Critical,Oil Leakage,2-stroke Medium-Speed,Diesel,Rolls-Royce
2023-10-22,ENG_007,80.16500061267556,6.468468005704965,2927.154733018577,3.4845440257220073,1705.8826201910651,34.757463703070485,83.40911261309344,450.0,85.32082231948696,100.0,Requires Maintenance,Mechanical Wear,2-stroke Medium-Speed,HFO,Wärtsilä
2023-10-29,ENG_007,81.79212557384007,7.074392018719169,4569.79440001422,3.0936255959534886,1659.3403854141484,29.640882395573342,79.35895780174585,450.0,167.715564304174,100.0,Critical,Oil Leakage,2-stroke Medium-Speed,HFO,MAN B&W
2023-11-05,ENG_007,82.70754662244762,6.399830965020165,3108.2083252629945,3.8583996390765236,1503.0365885080867,31.194021443078345,80.42728283921566,450.0,116.75416516153135,100.0,Requires Maintenance,Overheating,4-stroke High-Speed,Diesel,Yanmar
2023-11-12,ENG_007,76.4117879597498,6.288221674842325,3456.36299320788,3.183264962628173,1305.0386848154317,37.10571012163082,78.61361079310522,450.0,51.81029145014454,100.0,Requires Maintenance,Overheating,2-stroke Medium-Speed,Diesel,Mitsubishi
2023-11-19,ENG_007,74.17242827774925,6.289062803984336,4843.6631776508775,3.570446769460144,1629.1175424348387,30.40241571768529,70.0,450.0,147.31224194839683,100.0,Normal,Oil Leakage,4-stroke Medium-Speed,Diesel,MAN B&W
2023-11-26,ENG_007,87.55858417645791,8.0,8272.688858122758,3.7652584886750557,1503.876247539605,73.8059254775855,89.5404775455374,450.0,131.32934068597723,100.0,Normal,No Failure,2-stroke Medium-Speed,Diesel,Caterpillar
2023-12-03,ENG_007,76.887435409982,5.57256641870925,1000.0,3.742211471536767,1035.9368803539153,24.81402473969853,75.41853167224112,450.0,2.589747900858595,386.1379710621501,Normal,Oil Leakage,4-stroke Medium-Speed,Diesel,Yanmar
2023-12-10,ENG_007,84.39042699131022,8.0,6031.94210288092,3.81907640202119,1656.5259652633035,51.470683374215284,85.62042883787149,450.0,137.23256073089178,100.0,Critical,Mechanical Wear,2-stroke Low-Speed,Diesel,MAN B&W
2023-12-17,ENG_007,78.63626557546493,7.664980219722121,2720.012715164346,3.600677873942208,1495.1534332260617,44.62380961937969,74.97406187429806,450.0,50.48849521606732,100.0,Requires Maintenance,Overheating,2-stroke Low-Speed,Diesel,Yanmar
2023-12-24,ENG_007,95.03083357467114,8.0,3587.9607590535256,4.384032055561265,1740.4902495966144,78.94271701451638,98.58606237434624,450.0,25.14514205004498,142.69001749572965,Critical,No Failure,4-stroke High-Speed,HFO,Rolls-Royce
2023-12-31,ENG_007,89.32954428070153,6.532180769247998,1000.0,4.054638539699007,1280.945896231439,26.72233413008314,85.6778283310329,450.0,38.02358107582853,100.0,Requires Maintenance,No Failure,2-stroke Medium-Speed,Diesel,Caterpillar
2024-01-07,ENG_007,80.63782347364759,6.146718072072174,3922.665397286716,3.4927498362252716,864.6592373607999,43.871335942744494,82.81267453428755,450.0,78.72140713502336,100.0,Requires Maintenance,No Failure,4-stroke Medium-Speed,HFO,Yanmar
2024-01-14,ENG_007,91.28290869293897,8.0,6090.305172626631,3.9463648073101893,1555.816771669037,78.16822599652212,87.75652154161102,450.0,71.37781174742585,100.0,Critical,Oil Leakage,4-stroke High-Speed,Diesel,Wärtsilä
2024-01-21,ENG_007,94.37743611771349,8.0,1806.084897358051,4.207438837610992,1558.3127353363946,71.93042755363882,99.80233873098068,450.0,48.533066294870096,100.0,Requires Maintenance,No Failure,4-stroke High-Speed,HFO,MAN B&W
2024-01-28,ENG_007,87.91321581840306,8.0,1916.4959688057047,3.299372359234453,1161.8656744787095,69.02432425695679,87.69907047283768,450.0,28.932678130781493,100.0,Normal,Overheating,4-stroke High-Speed,HFO,Wärtsilä
2024-02-04,ENG_007,83.98707329539984,6.851871053112542,3069.5914079830136,3.5208205196596225,1304.3000908266788,35.474169622696394,89.8396445803908,450.0,128.05477265988443,100.0,Normal,Oil Leakage,2-stroke Medium-Speed,HFO,Mitsubishi
2024-02-11,ENG_007,75.48326303912597,7.201777685505273,4956.353126126971,4.426241623292953,2051.0435487439804,30.25325524340395,73.026600576894,450.0,166.33844366746607,100.0,Normal,Overheating,4-stroke High-Speed,Diesel,Wärtsilä
2024-02-18,ENG_007,97.19617599652626,8.0,6426.157534180809,3.86794908954501,1438.8778771692394,60.11859319546586,95.86822390837987,450.0,130.66898551050798,100.0,Normal,No Failure,4-stroke Medium-Speed,Diesel,MAN B&W
2024-02-25,ENG_007,94.45264266725802,8.0,3383.2355481853797,4.113054787961468,1646.1917952752433,75.76255934765516,98.08480027845452,450.0,49.71741056881892,100.0,Requires Maintenance,Oil Leakage,2-stroke Medium-Speed,HFO,Rolls-Royce
2024-03-03,ENG_007,82.92161732886717,7.514375152604512,1846.1182806476386,3.7251827151787715,1369.8680345263233,53.405773580835785,78.64302926354182,450.0,41.1279055172384,100.0,Normal,Oil Leakage,4-stroke Medium-Speed,Diesel,MAN B&W
2024-03-10,ENG_007,83.34556991311183,7.551034305363643,2808.576839141221,3.4652944396687646,1081.9394202293688,54.29676136819399,81.247769945502,450.0,36.56786717907762,100.0,Critical,Oil Leakage,4-stroke High-Speed,HFO,MAN B&W
2024-03-17,ENG_007,78.47062492234494,7.012909114970886,1405.09281816684,3.695308833226041,1465.948350640819,36.79874561961705,79.95583021141293,450.0,22.964772514158096,100.0,Critical,No Failure,2-stroke Medium-Speed,HFO,MAN B&W
2024-03-24,ENG_007,96.71462112869922,8.0,5634.014653898803,4.117717207384643,1446.879087942779,66.16957599151621,93.65827939861022,450.0,92.62353234830661,100.0,Critical,Overheating,4-stroke Medium-Speed,HFO,Yanmar
2024-03-31,ENG_007,73.023032436029,7.0057901993372464,3201.0759911949117,3.4226924095204443,1420.0243522663256,31.2226249134514,74.58848470208613,450.0,101.70726248816182,100.0,Critical,Mechanical Wear,2-stroke Medium-Speed,HFO,Yanmar
2024-04-07,ENG_007,78.48651790297886,7.386096541460344,4810.349352190517,2.8855179368016604,1477.0718328987216,39.42075418425462,78.99773105804401,450.0,118.52444699140706,100.0,Requires Maintenance,Oil Leakage,4-stroke High-Speed,HFO,Rolls-Royce
2024-04-14,ENG_007,80.84955311046838,7.571979976435603,4400.062921905549,3.87137394191804,1552.8536543291273,45.526186316985005,76.30861623924183,450.0,114.27584631685622,100.0,Critical,Oil Leakage,4-stroke Medium-Speed,Diesel,Wärtsilä
2024-04-21,ENG_007,85.0585469825355,6.259850495168677,4183.195162073695,4.379492355041323,1469.9766097492386,50.456622721067305,87.9618533464859,450.0,49.11199629560826,100.0,Normal,No Failure,2-stroke Medium-Speed,Diesel,Wärtsilä
2024-04-28,ENG_007,79.00782672023747,6.791223379083873,1000.0,3.3561668002374727,1247.1987664105272,34.544583944904815,75.22052744065377,450.0,55.49224890667022,100.0,Normal,Mechanical Wear,2-stroke Medium-Speed,Diesel,MAN B&W
2024-05-05,ENG_007,70.61092368835334,6.29008353385126,1237.105174986731,3.126171559172735,1597.2369583123877,26.890209484352212,72.92476097927215,449.7204209651476,114.49444195431276,100.0,Normal,Mechanical Wear,4-stroke High-Speed,Diesel,Yanmar
2024-05-12,ENG_007,84.99204734597204,7.915872928204664,1351.3288587170114,3.824658745352481,1110.1256489355153,56.63720254649795,85.37747354070488,450.0,58.70720365164956,100.0,Normal,Overheating,2-stroke Medium-Speed,Diesel,Rolls-Royce
2024-05-19,ENG_007,80.69759654239975,6.488729340447564,1000.0,3.9412922654709344,1089.92850854316,37.31783319441534,79.33255914828253,450.0,35.72069585604459,100.0,Normal,No Failure,2-stroke Medium-Speed,HFO,MAN B&W
